"journal","name","paperCount","citationCount","rank","issn"
"http://ma-graph.org/entity/139212996","Clinical Chemistry",24752,694919,7589,"0009-9147"
"http://ma-graph.org/entity/139240842","Journal of Nuclear Medicine Technology",2006,7326,11275,"0091-4916"
"http://ma-graph.org/entity/139253143","Nature Structural &amp; Molecular Biology",5517,419482,8431,"1545-9993"
"http://ma-graph.org/entity/139265456","Logos: A Journal of Catholic Thought and Culture",693,407,12563,"1091-6687"
"http://ma-graph.org/entity/139284966","Buddhist Studies Review",286,158,13293,"0265-2897"
"http://ma-graph.org/entity/1393328","Inverse Problems",4123,90071,9502,"0266-5611"
"http://ma-graph.org/entity/139338987","Environmental Research Letters",3315,69793,10204,"1748-9326"
"http://ma-graph.org/entity/139345353","New Biotechnology",4588,16584,10653,"1871-6784"
"http://ma-graph.org/entity/139349430","Distributed Computing",6365,30517,9890,"0178-2770"
"http://ma-graph.org/entity/139377504","Journal of Tort Law",86,111,13905,"1932-9148"
"http://ma-graph.org/entity/139399906","Cell and Tissue Research",21264,500307,8082,"0302-766X"
"http://ma-graph.org/entity/13948593","AlterNative",815,3093,11925,"1177-1801"
"http://ma-graph.org/entity/13968111","Journal of Black Psychology",865,20269,11301,"0095-7984"
"http://ma-graph.org/entity/13978405","The Medical Journal of Australia",37994,293445,7875,"0025-729X"
"http://ma-graph.org/entity/139950193","Politique internationale",29,6,15876,"0221-2781"
"http://ma-graph.org/entity/14028164","Contemporary Jewry",513,1307,12558,"0147-1694"
"http://ma-graph.org/entity/140550477","Prosthetics and Orthotics International",1727,20014,11006,"0309-3646"
"http://ma-graph.org/entity/140551370","Cornell Hospitality Quarterly",500,7933,12257,"1938-9655"
"http://ma-graph.org/entity/140564781","Labour/Le Travail",3636,25414,9891,"0700-3862"
"http://ma-graph.org/entity/140569963","Marquette Law Review",3548,1210,11034,"0025-3987"
"http://ma-graph.org/entity/140592201","Brain and Cognition",3700,117296,9755,"0278-2626"
"http://ma-graph.org/entity/140784434","Tolkien Studies",307,338,13408,"1547-3155"
"http://ma-graph.org/entity/140842003","Review of Environmental Economics and Policy",209,8856,12250,"1750-6816"
"http://ma-graph.org/entity/140848990","Pain",14352,723271,7848,"0304-3959"
"http://ma-graph.org/entity/140996298","parallax",851,2216,11899,"1353-4645"
"http://ma-graph.org/entity/141015964","Magallania",214,360,13744,"0718-0209"
"http://ma-graph.org/entity/141020589","Journal of Computer and System Sciences",2796,109097,8696,"0022-0000"
"http://ma-graph.org/entity/141047287","Journal of Psychiatry &amp; Neuroscience",1532,41996,10740,"1180-4882"
"http://ma-graph.org/entity/141067752","Biblical Theology Bulletin",1853,856,11470,"0146-1079"
"http://ma-graph.org/entity/141109035","Micron",3519,45789,10258,"0968-4328"
"http://ma-graph.org/entity/141184754","Economic Modelling",4021,47830,10317,"0264-9993"
"http://ma-graph.org/entity/141527467","Work &amp; Stress",912,42430,10733,"0267-8373"
"http://ma-graph.org/entity/141600920","Fiscal Studies",899,15890,11177,"0143-5671"
"http://ma-graph.org/entity/141661966","International Journal of Civil Engineering",1008,2942,12139,"1735-0522"
"http://ma-graph.org/entity/141739696","Patterns of Prejudice",1239,4469,11648,"0031-322X"
"http://ma-graph.org/entity/141804158","Innate Immunity",642,8280,12268,"1753-4259"
"http://ma-graph.org/entity/14181881","Journal of Adolescent &amp; Adult Literacy",1677,21564,10860,"1081-3004"
"http://ma-graph.org/entity/141988568","Monthly Review",4218,16005,10245,"0027-0520"
"http://ma-graph.org/entity/141994130","Epoché: A Journal for the History of Philosophy",222,56,13790,"1085-1968"
"http://ma-graph.org/entity/142055198","European Journal of Cancer Care",2367,30565,10691,"0961-5423"
"http://ma-graph.org/entity/142112625","National Weather Digest",8,70,16521,"0271-1052"
"http://ma-graph.org/entity/142211178","Breast Cancer Research and Treatment",8996,253359,8807,"0167-6806"
"http://ma-graph.org/entity/142286464","Nordic Journal of Philosophical Logic",36,198,14915,"0806-6205"
"http://ma-graph.org/entity/142480851","Dalhousie Journal of Legal Studies",280,423,13405,"1188-4258"
"http://ma-graph.org/entity/142627899","ACM Transactions on Software Engineering and Methodology",437,31931,10700,"1049-331X"
"http://ma-graph.org/entity/142871922","October",1044,8153,10780,"0162-2870"
"http://ma-graph.org/entity/142940729","Journal of Higher Education Outreach and Engagement",741,3661,12309,"1534-6102"
"http://ma-graph.org/entity/143072383","RNA Biology",1620,32057,11054,"1547-6286"
"http://ma-graph.org/entity/143194599","BioDrugs",1164,18970,11347,"1173-8804"
"http://ma-graph.org/entity/143312382","Africa Development",510,1895,12596,"0850-3907"
"http://ma-graph.org/entity/143352558","Gastroenterology",105288,1688146,6568,"0016-5085"
"http://ma-graph.org/entity/143387647","DNA Research",1017,43526,10584,"1340-2838"
"http://ma-graph.org/entity/143604795","Journal of Electroanalytical Chemistry",26444,541435,7809,"1572-6657"
"http://ma-graph.org/entity/14376486","Histopathology",8356,197205,8859,"0309-0167"
"http://ma-graph.org/entity/14378380","Journal of International Affairs",855,7373,11567,"0022-197X"
"http://ma-graph.org/entity/143791635","Journal of Paleontology",8560,98958,9392,"0022-3360"
"http://ma-graph.org/entity/143806524","The Journal of Portfolio Management",2451,45973,10046,"0095-4918"
"http://ma-graph.org/entity/143944388","Journal of Asthma",4120,52930,10040,"0277-0903"
"http://ma-graph.org/entity/143967217","Qualitative Sociology",1112,18450,11028,"0162-0436"
"http://ma-graph.org/entity/144105592","Schizophrenia Research",18904,294246,8599,"0920-9964"
"http://ma-graph.org/entity/144147463","The Observatory",8370,2199,10165,"0029-7704"
"http://ma-graph.org/entity/144178814","International Review for the Sociology of Sport",1762,20635,10981,"1012-6902"
"http://ma-graph.org/entity/144298576","Journal for General Philosophy of Science",1233,2692,11886,"0925-4560"
"http://ma-graph.org/entity/144311452","Homicide Studies",456,8241,12174,"1088-7679"
"http://ma-graph.org/entity/144449874","Animal Welfare",972,14942,11526,"0962-7286"
"http://ma-graph.org/entity/14445259","Social Justice",917,7665,11667,"1043-1578"
"http://ma-graph.org/entity/144611220","Journal of Applied Corporate Finance",1115,27324,10684,"1078-1196"
"http://ma-graph.org/entity/14468722","Journal of Agricultural Economics",2252,31460,10557,"0021-857X"
"http://ma-graph.org/entity/144820813","Asian Ethnology",239,228,13567,"1882-6865"
"http://ma-graph.org/entity/144860794","The Annals of Thoracic Surgery",35180,776221,7312,"0003-4975"
"http://ma-graph.org/entity/145090216","Acta Biochimica et Biophysica Sinica",3312,25071,10787,"1672-9145"
"http://ma-graph.org/entity/145200904","Health Economics",2873,88654,9705,"1057-9230"
"http://ma-graph.org/entity/145429826","Journal of Consumer Research",2396,362326,8536,"0093-5301"
"http://ma-graph.org/entity/145476921","ACS Nano",12158,684683,8105,"1936-0851"
"http://ma-graph.org/entity/145511678","The Reading Teacher",4620,41322,9985,"0034-0561"
"http://ma-graph.org/entity/145553572","International Journal of General Systems",1603,22351,10629,"0308-1079"
"http://ma-graph.org/entity/145558524","Toxicologic Pathology",3684,78645,10118,"0192-6233"
"http://ma-graph.org/entity/145781505","War in History",1554,889,11621,"0968-3445"
"http://ma-graph.org/entity/145784349","TESOL Journal",783,4140,12035,"1056-7941"
"http://ma-graph.org/entity/146017412","Ancient Philosophy",1697,1985,11374,"0740-2007"
"http://ma-graph.org/entity/146061289","Transplantation Proceedings",18261,174219,8735,"0041-1345"
"http://ma-graph.org/entity/146144561","International Journal of Geometric Methods in Modern Physics",1764,8421,11363,"0219-8878"
"http://ma-graph.org/entity/146177221","Crossings",19,7,16310,"1649-0460"
"http://ma-graph.org/entity/146329739","Canadian Journal of Zoology",14532,328813,8372,"0008-4301"
"http://ma-graph.org/entity/146335943","Building Services Engineering Research and Technology",1156,7493,11467,"0143-6244"
"http://ma-graph.org/entity/146380144","International Journal of Business and Emerging Markets",214,355,13781,"1753-6219"
"http://ma-graph.org/entity/146447972","Journal of Semantics",505,11394,11421,"0167-5133"
"http://ma-graph.org/entity/146621905","Journal of Food Safety",1495,16659,11249,"0149-6085"
"http://ma-graph.org/entity/146701075","Scandinavian Journal of the Old Testament",593,499,12476,"0901-8328"
"http://ma-graph.org/entity/146822473","Journal of the American Oriental Society",12412,30954,8594,"0003-0279"
"http://ma-graph.org/entity/146834007","Parenting: Science and Practice",242,8095,12568,"1529-5192"
"http://ma-graph.org/entity/146978284","International Microbiology",1021,17230,11529,"1139-6709"
"http://ma-graph.org/entity/147316732","IEEE Communications Letters",8196,129637,8953,"1089-7798"
"http://ma-graph.org/entity/147556662","Meteoritics &amp; Planetary Science",3870,66189,10203,"1086-9379"
"http://ma-graph.org/entity/147691735","Philosophy of Science",6247,60278,9437,"0031-8248"
"http://ma-graph.org/entity/147701277","Human &amp; Experimental Toxicology",4470,61939,10020,"0960-3271"
"http://ma-graph.org/entity/147767644","Women&#039;s Rights Law Reporter",51,166,14635,"1942-6755"
"http://ma-graph.org/entity/147854436","Computational Mechanics",3289,66978,9867,"0178-7675"
"http://ma-graph.org/entity/147855554","Journal of Business and Technical Communication",740,7971,11756,"1050-6519"
"http://ma-graph.org/entity/147910839","BYU Law Review",1733,2127,11308,"0360-151X"
"http://ma-graph.org/entity/148049300","Sexuality Research and Social Policy",527,6442,12299,"1868-9884"
"http://ma-graph.org/entity/148394532","Diabetes, Obesity and Metabolism",3049,83192,10049,"1462-8902"
"http://ma-graph.org/entity/148397273","Feminist Economics",874,16535,11282,"1354-5701"
"http://ma-graph.org/entity/148478285","Cahiers québécois de démographie",963,990,12191,"0380-1721"
"http://ma-graph.org/entity/148503350","Queueing Systems",1751,33364,10403,"0257-0130"
"http://ma-graph.org/entity/148561398","Scientometrics",5559,102537,9412,"0138-9130"
"http://ma-graph.org/entity/14856742","Forum Italicum",3135,238,11171,"0014-5858"
"http://ma-graph.org/entity/148680688","Journal of the Korean Astronomical Society",1110,3408,11843,"1225-4614"
"http://ma-graph.org/entity/149016011","Electronics Letters",50541,581760,6959,"0013-5194"
"http://ma-graph.org/entity/149017889","Journal of Ethics &amp; Social Philosophy",211,781,13463,"1559-3061"
"http://ma-graph.org/entity/149070780","Production and Operations Management",1626,52372,10698,"1059-1478"
"http://ma-graph.org/entity/149146142","International Journal of Innovation and Technology Management",603,2197,12671,"0219-8770"
"http://ma-graph.org/entity/149218730","The ISME Journal",2562,123392,10126,"1751-7362"
"http://ma-graph.org/entity/149799343","Clinics in Endocrinology and Metabolism",503,15041,11071,"0300-595X"
"http://ma-graph.org/entity/149853692","Diacritics",1125,7975,10758,"0300-7162"
"http://ma-graph.org/entity/150241694","The Linguistic Review",524,10170,11434,"0167-6318"
"http://ma-graph.org/entity/1502863","Orthopaedic Nursing",2777,10730,10914,"0744-6020"
"http://ma-graph.org/entity/150294820","Studia Phaenomenologica",481,179,12988,"1582-5647"
"http://ma-graph.org/entity/150427755","Journal of Theoretical and Philosophical Psychology",476,2419,12673,"1068-8471"
"http://ma-graph.org/entity/150866770","Monumenta Nipponica",2678,4685,10746,"0027-0741"
"http://ma-graph.org/entity/150881222","German Politics and Society",506,1143,12627,"1045-0300"
"http://ma-graph.org/entity/150938958","Molecular Informatics",672,5766,12328,"1868-1743"
"http://ma-graph.org/entity/150985620","Nursing Ethics",2257,25042,10809,"0969-7330"
"http://ma-graph.org/entity/151119180","Journal of Democracy",1695,52649,9819,"1045-5736"
"http://ma-graph.org/entity/151239915","Innovations in Systems and Software Engineering",669,3050,11489,"1614-5046"
"http://ma-graph.org/entity/151257747","Election Law Journal",409,1298,12541,"1533-1296"
"http://ma-graph.org/entity/151304531","Sophia",1847,1148,11520,"0038-1527"
"http://ma-graph.org/entity/151314372","Journal of Group Theory",1046,5030,11631,"1433-5883"
"http://ma-graph.org/entity/151413946","Archives of Osteoporosis",529,4012,12554,"1862-3522"
"http://ma-graph.org/entity/151416048","Journal of Psychosomatic Research",9377,253309,8614,"0022-3999"
"http://ma-graph.org/entity/151529053","Journal of the Kansas Entomological Society",1501,9745,11329,"0022-8567"
"http://ma-graph.org/entity/151673326","University of Michigan Journal of Law Reform",359,464,13098,"0363-602X"
"http://ma-graph.org/entity/151705444","Journal of Management Studies",2222,183473,9428,"1467-6486"
"http://ma-graph.org/entity/151712173","Reformation",360,89,13289,"1357-4175"
"http://ma-graph.org/entity/151741590","Nature Cell Biology",4478,534988,8302,"1465-7392"
"http://ma-graph.org/entity/151871228","Diogenes",2227,4226,10767,"0392-1921"
"http://ma-graph.org/entity/151944519","North Carolina Law Review",2842,3369,10963,"0029-2524"
"http://ma-graph.org/entity/151949019","Communication, Culture &amp; Critique",386,2131,12819,"1753-9129"
"http://ma-graph.org/entity/152000018","Journal of Fluid Mechanics",22225,979076,7073,"0022-1120"
"http://ma-graph.org/entity/152009833","Centaurus",1134,2617,11599,"0008-8994"
"http://ma-graph.org/entity/152390756","Journal of Popular Film &amp; Television",879,2338,11994,"0195-6051"
"http://ma-graph.org/entity/15239247","International Journal of Environmental Research and Public Health",8852,71805,9752,"1660-4601"
"http://ma-graph.org/entity/152474067","Philological Quarterly",574,751,12501,"0031-7977"
"http://ma-graph.org/entity/152567572","American Journal of Archaeology",9940,31651,9069,"0002-9114"
"http://ma-graph.org/entity/152701455","Ocean Science",740,12775,11831,"1812-0784"
"http://ma-graph.org/entity/152775278","Conservation and Society",565,7356,12155,"0972-4923"
"http://ma-graph.org/entity/152803389","Growth Factors Journal",1083,31765,10805,"0897-7194"
"http://ma-graph.org/entity/152840809","Chemical Research in Toxicology",5657,185201,9304,"0893-228X"
"http://ma-graph.org/entity/152990921","Journal of Nursing Education",4978,56642,9757,"0148-4834"
"http://ma-graph.org/entity/153126227","University of Pittsburgh Law Review",410,624,12593,"0041-9915"
"http://ma-graph.org/entity/153317304","Biology Letters",3147,81937,10190,"1744-9561"
"http://ma-graph.org/entity/153467142","Journal of Experimental and Theoretical Artificial Intelligence",878,12640,11297,"0952-813X"
"http://ma-graph.org/entity/153560523","SIAM Journal on Computing",3584,209976,8363,"0097-5397"
"http://ma-graph.org/entity/153677060","Journal of the Marine Biological Association of the United Kingdom",8019,165509,8914,"0025-3154"
"http://ma-graph.org/entity/153772966","Trusts &amp; Trustees",2143,181,11591,"1363-1780"
"http://ma-graph.org/entity/153861934","Journal of Marketing Education",976,20770,11219,"0273-4753"
"http://ma-graph.org/entity/15387528","COPD: Journal of Chronic Obstructive Pulmonary Disease",1066,16538,11420,"1541-2555"
"http://ma-graph.org/entity/154050210","Journal of Elasticity",1989,35314,10264,"0374-3535"
"http://ma-graph.org/entity/154078021","Journal of Medical Microbiology",8141,170331,9059,"0022-2615"
"http://ma-graph.org/entity/154084123","Diplomatic History",1992,5999,10844,"0145-2096"
"http://ma-graph.org/entity/15423531","The Hudson Review",4203,1687,10678,"0018-702X"
"http://ma-graph.org/entity/154433558","Continuum: Journal of Media &amp; Cultural Studies",1707,8048,11246,"1030-4312"
"http://ma-graph.org/entity/154471048","Internal Medicine",11850,80029,9343,"0918-2918"
"http://ma-graph.org/entity/154562576","Hume Studies",734,3318,11991,"0319-7336"
"http://ma-graph.org/entity/154646843","Science and Technology of Advanced Materials",1856,36198,10545,"1468-6996"
"http://ma-graph.org/entity/154972337","Silliman Journal",7,18,16976,"0037-5284"
"http://ma-graph.org/entity/155054565","The Chaucer Review",593,1550,12443,"0009-2002"
"http://ma-graph.org/entity/155267287","Journal of Medical Economics",1316,10931,11580,"1369-6998"
"http://ma-graph.org/entity/155526855","Computational Linguistics",1683,95492,9406,"0891-2017"
"http://ma-graph.org/entity/155803336","International Journal of American Linguistics",3700,11797,10407,"0020-7071"
"http://ma-graph.org/entity/155884144","Beiträge zur Geschichte der deutschen Sprache und Literatur",3261,890,11021,"0323-424X"
"http://ma-graph.org/entity/155907396","Assessment",1524,37524,10827,"1073-1911"
"http://ma-graph.org/entity/155971510","Neuro-Ophthalmology",1864,6246,11420,"0165-8107"
"http://ma-graph.org/entity/156010793","International Journal of Speech-Language Pathology",706,6222,12251,"1754-9507"
"http://ma-graph.org/entity/156208185","Molecular Cell",7216,818988,7804,"1097-2765"
"http://ma-graph.org/entity/15622159","Journal of Molecular Endocrinology",2340,71122,10236,"0952-5041"
"http://ma-graph.org/entity/156280010","American Mathematical Monthly",19077,198065,7855,"0002-9890"
"http://ma-graph.org/entity/156373607","Wisconsin Law Review",266,1135,12687,"0043-650X"
"http://ma-graph.org/entity/156637263","Qualitative Social Work",817,9018,11940,"1473-3250"
"http://ma-graph.org/entity/156690937","International Journal of Learning and Media",102,1055,13867,"1943-6068"
"http://ma-graph.org/entity/156748156","Social Science Japan Journal",900,1511,12226,"1369-1465"
"http://ma-graph.org/entity/156919612","Protein Science",9457,296868,8725,"0961-8368"
"http://ma-graph.org/entity/156995526","Journal of Research in Personality",2471,97538,9718,"0092-6566"
"http://ma-graph.org/entity/157163303","American Studies",2093,1670,11381,"0026-3079"
"http://ma-graph.org/entity/157203879","James Joyce Quarterly",1166,554,12123,"0021-4183"
"http://ma-graph.org/entity/157219738","Research on Language and Computation",130,2747,13232,"1570-7075"
"http://ma-graph.org/entity/157460402","Journal of Acquired Immune Deficiency Syndromes",11101,264086,8560,"1525-4135"
"http://ma-graph.org/entity/157485431","Journal of Travel Research",2186,97625,9898,"0047-2875"
"http://ma-graph.org/entity/157531881","Journal of Narrative Theory",327,616,13006,"1549-0815"
"http://ma-graph.org/entity/157600745","International Journal of Productivity and Performance Management",762,15173,11789,"1741-0401"
"http://ma-graph.org/entity/15765371","Social Neuroscience",916,15630,11750,"1747-0919"
"http://ma-graph.org/entity/157768969","Grazer Philosophische Studien",1540,2820,11465,"0165-9227"
"http://ma-graph.org/entity/157804282","Journal of Earth System Science",2236,17299,11067,"0253-4126"
"http://ma-graph.org/entity/158079644","Alimentary Pharmacology &amp; Therapeutics",9173,281897,8731,"0269-2813"
"http://ma-graph.org/entity/158129444","Journal of Developmental Entrepreneurship",394,4810,12783,"1084-9467"
"http://ma-graph.org/entity/158144832","Irish Theological Quarterly",3656,676,10884,"0021-1400"
"http://ma-graph.org/entity/158228368","Applied and Environmental Microbiology",39555,2004602,6929,"0099-2240"
"http://ma-graph.org/entity/158241587","Journal of Mathematical Physics",23044,334188,7856,"0022-2488"
"http://ma-graph.org/entity/158374780","Journal of Romance Studies",461,300,12783,"1473-3536"
"http://ma-graph.org/entity/158461301","The Burlington Magazine",1767,316,11641,"0007-6287"
"http://ma-graph.org/entity/158463809","Contributions to Zoology",528,4527,12412,"0067-8546"
"http://ma-graph.org/entity/158514815","Journal of Dietary Supplements",470,1822,12924,"1939-0211"
"http://ma-graph.org/entity/158693716","Australian Mammalogy",647,3443,12472,"0310-0049"
"http://ma-graph.org/entity/158751353","Journal of Transcultural Nursing",1327,16322,11256,"1043-6596"
"http://ma-graph.org/entity/158759456","portal - Libraries and the Academy",974,8442,11189,"1531-2542"
"http://ma-graph.org/entity/158901929","Journal for the Education of the Gifted",890,11403,11487,"0162-3532"
"http://ma-graph.org/entity/158932249","Ethnography",512,9545,11766,"1466-1381"
"http://ma-graph.org/entity/158955663","Yale Law &amp; Policy Review",438,1828,11909,"0740-8048"
"http://ma-graph.org/entity/159011561","Organon F",75,30,14916,"1335-0668"
"http://ma-graph.org/entity/159053462","Mexican Studies",647,1530,12026,"0742-9797"
"http://ma-graph.org/entity/159137118","Economic and Labour Relations Review",797,2953,12161,"1035-3046"
"http://ma-graph.org/entity/159140471","Miscellanea Malacologica",39,3,15605,"1573-9953"
"http://ma-graph.org/entity/159210951","Palaeogeography, Palaeoclimatology, Palaeoecology",9987,289892,8837,"0031-0182"
"http://ma-graph.org/entity/159246406","Journal of Thermoplastic Composite Materials",1585,11644,11312,"0892-7057"
"http://ma-graph.org/entity/159363505","Praxis Journal of Philosophy",19612,8038,9333,"1756-1019"
"http://ma-graph.org/entity/159387410","Kantian Review",504,598,12624,"1369-4154"
"http://ma-graph.org/entity/159398981","Library Review",3336,9942,10698,"0024-2535"
"http://ma-graph.org/entity/159512450","The Journal of Sexual Medicine",7800,105634,9670,"1743-6095"
"http://ma-graph.org/entity/15963141","Northwestern University Law Review",960,5115,11103,"0029-3571"
"http://ma-graph.org/entity/159663246","Histoire &amp; Soci&#x00E9;t&#x00E9;s Rurales",438,70,13150,"1254-728X"
"http://ma-graph.org/entity/159788776","The Cleft Palate-Craniofacial Journal",3021,53108,10188,"1055-6656"
"http://ma-graph.org/entity/159852663","Clinical Pharmacology &amp; Therapeutics",12670,403285,8187,"0009-9236"
"http://ma-graph.org/entity/159894308","Geographical Analysis",1410,41627,11028,"0016-7363"
"http://ma-graph.org/entity/16006927","Journal of Multimedia",1102,6391,11737,"1796-2048"
"http://ma-graph.org/entity/160097506","American Journal of International Law",14205,43773,8929,"0002-9300"
"http://ma-graph.org/entity/160110530","Annual Review of Nutrition",795,101181,9917,"0199-9885"
"http://ma-graph.org/entity/160343789","The Journal of Ethics",1118,3975,11632,"1382-4554"
"http://ma-graph.org/entity/160346394","Computer Law &amp; Security Review",1779,5990,11351,"0267-3649"
"http://ma-graph.org/entity/160391435","Pennsylvania Magazine of History and Biography",6026,1323,10398,"0031-4587"
"http://ma-graph.org/entity/160466889","Minds and Machines",908,8202,11622,"0924-6495"
"http://ma-graph.org/entity/160506855","The Accounting Review",1120,87888,10357,"0001-4826"
"http://ma-graph.org/entity/160566677","Neuropharmacology",12434,394290,8539,"0028-3908"
"http://ma-graph.org/entity/160572370","Portugaliae Mathematica",706,3297,11980,"0032-5155"
"http://ma-graph.org/entity/1605907","Journal of Maternal-fetal &amp; Neonatal Medicine",6711,54594,9900,"1476-7058"
"http://ma-graph.org/entity/160604857","Asian Theatre Journal",1019,1930,11808,"0742-5457"
"http://ma-graph.org/entity/160681128","Journal of Microencapsulation",2009,40600,10639,"0265-2048"
"http://ma-graph.org/entity/160686149","International Organization",1893,125418,9199,"0020-8183"
"http://ma-graph.org/entity/160759097","African Studies",1238,6845,11198,"0002-0184"
"http://ma-graph.org/entity/160877137","Biotechnology Advances",2183,135730,9829,"0734-9750"
"http://ma-graph.org/entity/161027966","Political Science Quarterly",12987,143617,8226,"0032-3195"
"http://ma-graph.org/entity/161132840","Turkish Review",9,2,17007,"1309-9647"
"http://ma-graph.org/entity/16116274","Mathematical Notes",10688,26371,9547,"0001-4346"
"http://ma-graph.org/entity/161173318","European Journal of Criminology",536,8354,12151,"1477-3708"
"http://ma-graph.org/entity/161185981","EPL",19665,256719,8117,"0295-5075"
"http://ma-graph.org/entity/161278518","Gazzetta Chimica Italiana",834,4415,12022,"0016-5603"
"http://ma-graph.org/entity/161282271","AIDS Research and Human Retroviruses",7335,127649,9323,"0889-2229"
"http://ma-graph.org/entity/16143469","Journal of Transnational Law &amp; Policy",12,15,15665,"1067-8182"
"http://ma-graph.org/entity/161550498","Journal of Contemporary History",2848,9710,10292,"0022-0094"
"http://ma-graph.org/entity/161551636","Waste Management &amp; Research",3486,38367,10306,"0734-242X"
"http://ma-graph.org/entity/161552967","The British Journal of Politics and International Relations",798,10434,11521,"1369-1481"
"http://ma-graph.org/entity/161680845","Pharmacological Reviews",1325,299751,8827,"0031-6997"
"http://ma-graph.org/entity/161759566","Annual Review of Chemical and Biomolecular Engineering",189,7461,12579,"1947-5438"
"http://ma-graph.org/entity/161860553","Democracy &amp; Nature",92,486,14245,"1085-5661"
"http://ma-graph.org/entity/161861253","The International Journal of Press/Politics",477,7005,12075,"1940-1612"
"http://ma-graph.org/entity/162355128","IEEE Transactions on Electron Devices",22553,466300,7459,"0018-9383"
"http://ma-graph.org/entity/162372621","Journal of Physical Oceanography",7299,286806,8644,"0022-3670"
"http://ma-graph.org/entity/162384186","Journal of American Folklore",7144,25118,9398,"0021-8715"
"http://ma-graph.org/entity/162444473","Drug Development and Industrial Pharmacy",6124,85951,9675,"0363-9045"
"http://ma-graph.org/entity/162571691","ChemPlusChem",1367,10412,11644,"0010-0765"
"http://ma-graph.org/entity/162635963","European Journal of Neurology",6389,114724,9537,"1351-5101"
"http://ma-graph.org/entity/162710063","Journal of Educational Media, Memory, and Society",145,333,14026,"2041-6938"
"http://ma-graph.org/entity/162713455","Historische Zeitschrift",7223,2057,10109,"0018-2613"
"http://ma-graph.org/entity/162791694","Mammalian Species",182,968,13674,"0076-3519"
"http://ma-graph.org/entity/162880254","Theoria",2285,8558,11145,"0040-5825"
"http://ma-graph.org/entity/16298417","Modern Fiction Studies",3292,5139,10627,"0026-7724"
"http://ma-graph.org/entity/16299936","Sandgrouse",15,52,16185,"0260-4736"
"http://ma-graph.org/entity/163127633","Journal of Applied Gerontology",1626,18127,11088,"0733-4648"
"http://ma-graph.org/entity/163169856","International Journal for Parasitology",6614,186988,9162,"0020-7519"
"http://ma-graph.org/entity/163378907","Hydrogeology Journal",2915,54117,10325,"1431-2174"
"http://ma-graph.org/entity/163514446","Journal of Global Drug Policy and Practice",6,15,17231,"1934-4708"
"http://ma-graph.org/entity/163550739","Journal of the Entomological Research Society",262,697,13412,"1302-0250"
"http://ma-graph.org/entity/163562665","Biblica",586,523,12249,"0006-0887"
"http://ma-graph.org/entity/163587207","The British Journal of Diabetes &amp; Vascular Disease",865,3548,12165,"1753-4305"
"http://ma-graph.org/entity/163690834","Feminist Theology",795,720,12412,"0966-7350"
"http://ma-graph.org/entity/163818028","Indoor and Built Environment",2025,13180,11177,"1420-326X"
"http://ma-graph.org/entity/163917399","International Feminist Journal of Politics",896,7205,11729,"1461-6742"
"http://ma-graph.org/entity/16392879","Teaching Exceptional Children",2664,20185,10709,"0040-0599"
"http://ma-graph.org/entity/163950488","Expert Review of Vaccines",1990,40505,10818,"1476-0584"
"http://ma-graph.org/entity/163999426","Journal of Roman Archaeology",2533,2431,11011,"1047-7594"
"http://ma-graph.org/entity/164212335","Arab Studies Quarterly",497,1594,12438,"0271-3519"
"http://ma-graph.org/entity/16435181","European Journal of Inorganic Chemistry",53034,402939,7536,"1434-1948"
"http://ma-graph.org/entity/16439242","Advances in Adaptive Data Analysis",171,4850,12743,"1793-5369"
"http://ma-graph.org/entity/164398212","Speculum",20917,10470,9061,"0038-7134"
"http://ma-graph.org/entity/164426212","Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science",8,149,15984,"0954-4062"
"http://ma-graph.org/entity/164566984","Physical Review A",84133,1106600,6713,"1050-2947"
"http://ma-graph.org/entity/164575829","The Comparatist",603,227,12764,"0195-7678"
"http://ma-graph.org/entity/164582453","Transportation Law Journal",368,323,13232,"0049-450X"
"http://ma-graph.org/entity/164618427","Technical Communication Quarterly",668,6946,11959,"1057-2252"
"http://ma-graph.org/entity/1650206","Milbank Quarterly",2798,83805,9262,"0887-378X"
"http://ma-graph.org/entity/165027284","Acta Botanica Brasilica",1959,19537,11092,"0102-3306"
"http://ma-graph.org/entity/165087003","Journal of the European Economic Association",1128,62547,10257,"1542-4766"
"http://ma-graph.org/entity/165151903","High Performance Polymers",1876,12653,11262,"0954-0083"
"http://ma-graph.org/entity/165205238","Indian Journal of Plastic Surgery",1374,4108,11774,"0970-0358"
"http://ma-graph.org/entity/165206586","Chemical Vapor Deposition",1070,16990,11226,"0948-1907"
"http://ma-graph.org/entity/165235614","Biological &amp; Pharmaceutical Bulletin",9269,155970,9234,"0918-6158"
"http://ma-graph.org/entity/165253824","The Scandinavian Journal of Economics",2336,55524,9987,"0347-0520"
"http://ma-graph.org/entity/165279699","Journal of Stem Cells &amp; Regenerative Medicine",358,453,13323,"0973-7154"
"http://ma-graph.org/entity/165401249","Journal of Theoretical and Computational Chemistry",1218,4899,11908,"0219-6336"
"http://ma-graph.org/entity/165423614","Canadian Journal of Infectious Diseases &amp; Medical Microbiology",1697,8789,11373,"1712-9532"
"http://ma-graph.org/entity/165492527","The Economic History Review",11596,65122,8677,"0013-0117"
